TIPO;IDENTIFICACION;APELLIDO;NOMBRE;CARRERA_INDEFINIDA;INSCRIPCION;DOCUMENTACION;MATRICULA;EMAIL;TELEFONO;SEDE;SEXO;RESIDENCIA;TITULO;EGRESO;UNIVERSIDAD;NACIMIENTO;POSGRADO
NULL;318;2B;4F;ESPECIALIZACIO R;2022-02-26 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;0
NULL;319;160a;3E;ESP.X;2020-07-12 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;320;2B;4F;ESP.X;2020-08-05 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;321;161a;3E;DOCTORADO Z;2021-02-08 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;322;2B;4F;MAESTR Y;2022-02-01 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;323;162a;3E;ESPECIALIZACI W;2021-03-29 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;324;2B;4F;MAESTR Y;2020-07-20 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;325;163a;3E;ESPECIALIZACI X;2021-03-30 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;326;2B;4F;ESPECIALIZACI X;2021-03-30 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;327;164a;3E;MAESTR Y;2020-08-14 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;328;2B;4F;DOCTORADO Y;2022-02-24 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;329;165a;3E;ESPECIALIZACI W;2022-02-15 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;330;2B;4F;ESP.X;2021-06-14 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;331;166a;3E;ESPECIALIZACIO R;2021-07-07 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;0
NULL;332;2B;4F;MAETR R;2021-02-05 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;333;167a;3E;MAESTR Y;2020-07-17 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;334;2B;4F;ESPECIALIZACIO R;2021-02-11 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;0
NULL;335;168a;3E;MAESTR X;2021-03-19 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;336;2B;4F;MAESTR Y;2022-02-14 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;337;169a;3E;ESPECIALIZACIO R;2021-07-14 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;0
NULL;338;2B;4F;ESPECIALIZACI W;2021-02-04 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;339;170a;3E;Diplomatura X;2021-07-12 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;340;2B;4F;MAESTR Z;2021-06-08 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;341;171a;3E;ESPECIALIZACI W;2021-03-21 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;342;2B;4F;DOCTORADO Z;2022-02-23 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;343;172a;3E;ESP.X;2020-07-14 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;344;2B;4F;ESPECIALIZACIO R;2021-08-09 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;0
NULL;345;173a;3E;ESPECIALIZACI A;2021-07-05 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;346;2B;4F;ESPECIALIZACI W;2022-03-09 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;347;174a;3E;ESPECIALIZACI W;2022-02-16 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;348;2B;4F;DOCTORADO Z;2021-02-19 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;349;175a;3E;MAESTR X;2021-03-23 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;350;2B;4F;ESPECIALIZACIO R;2021-08-02 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;0
NULL;351;176a;3E;ESPECIALIZACIO R;2020-08-06 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;0
NULL;352;2B;4F;ESP.X;2020-08-13 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;353;177a;3E;DOCTORADO Z;2021-03-17 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;354;2B;4F;DOCTORADO Z;2022-03-18 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;355;178a;3E;MAESTR X;2020-08-14 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;356;2B;4F;ESPECIALIZACI A;2022-03-11 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;357;179a;3E;ESPECIALIZACIO R;2020-07-31 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;0
NULL;358;2B;4F;DOCTORADO Z;2022-02-03 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;2
DNI       ;359;180a;3E;ESP.X;2021-08-05 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;360;2B;4F;ESPECIALIZACI A;2022-02-06 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;361;181a;3E;ESPECIALIZACI A;2021-06-17 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;362;2B;4F;ESPECIALIZACI X;2022-03-08 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;363;182a;3E;ESPECIALIZACI X;2021-03-10 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;364;2B;4F;DOCTORADO Z;2021-02-16 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;365;183a;3E;ESP.X;2020-08-14 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;366;2B;4F;ESPECIALIZACI X;2022-03-14 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;367;184a;3E;ESP.X;2020-07-26 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;368;2B;4F;ESPECIALIZACI W;2022-03-09 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;369;185a;3E;ESP.X;2021-07-29 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;370;2B;4F;MAESTR Y;2020-08-21 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;371;186a;3E;MAESTR Y;2020-07-14 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;372;2B;4F;DOCTORADO Y;2022-03-11 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;373;187a;3E;MAESTR Z;2021-06-07 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;374;2B;4F;ESPECIALIZACI X;2021-03-30 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;375;188a;3E;ESPECIALIZACIO R;2021-07-20 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;0
NULL;376;2B;4F;ESPECIALIZACI X;2021-03-19 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;377;189a;3E;ESPECIALIZACI X;2021-02-25 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;378;2B;4F;ESPECIALIZACI X;2021-03-17 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;379;190a;3E;MAESTR Y;2022-02-07 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;380;2B;4F;ESPECIALIZACI X;2022-02-11 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;381;191a;3E;ESPECIALIZACIO R;2021-06-14 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;0
NULL;382;2B;4F;MAESTR Z;2021-08-13 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;383;192a;3E;MAESTR X;2021-02-17 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;384;2B;4F;ESP.X;2021-08-10 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;385;193a;3E;ESPECIALIZACI X;2021-03-30 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;386;2B;4F;MAESTR Z;2020-08-13 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;387;194a;3E;MAESTR Z;2021-06-07 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;388;2B;4F;MAESTR X;2021-03-25 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;389;195a;3E;MAESTR X;2021-03-10 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;390;2B;4F;MAESTR Y;2020-07-24 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;391;196a;3E;MAESTR X;2020-08-13 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;392;2B;4F;MAETR R;2021-03-04 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;393;197a;3E;ESPECIALIZACI A;2022-03-25 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;394;2B;4F;MAESTR X;2022-03-31 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;395;198a;3E;ESPECIALIZACI X;2021-03-17 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;396;2B;4F;ESPECIALIZACI W;2021-03-22 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;397;199a;3E;ESP.X;2020-06-29 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;398;2B;4F;ESPECIALIZACI X;2021-03-11 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;399;200a;3E;ESP.X;2021-08-09 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;400;2B;4F;ESPECIALIZACI A;2022-03-14 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;401;201a;3E;CARRERA INDEFINIDA;2020-10-30 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;402;2B;4F;ESPECIALIZACI A;2021-02-19 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;403;202a;3E;ESPECIALIZACIO R;2020-07-29 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;0
NULL;404;2B;4F;MAESTR X;2022-02-09 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;405;203a;3E;DOCTORADO Z;2022-03-11 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;406;2B;4F;MAESTR Y;2020-07-13 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;407;204a;3E;ESPECIALIZACI A;2021-03-22 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;408;2B;4F;ESPECIALIZACI W;2022-03-14 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;409;205a;3E;MAESTR X;2021-03-07 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;410;2B;4F;ESPECIALIZACI A;2022-03-14 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;411;206a;3E;ESPECIALIZACI A;2021-06-08 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;412;2B;4F;ESPECIALIZACI X;2021-03-23 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;413;207a;3E;ESPECIALIZACI A;2021-02-18 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;414;2B;4F;ESPECIALIZACI X;2021-02-05 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;415;208a;3E;ESPECIALIZACI X;2022-02-02 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;416;2B;4F;ESPECIALIZACI X;2021-03-01 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;417;209a;3E;ESP.X;2020-07-23 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;418;2B;4F;ESPECIALIZACI A;2022-03-08 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;419;210a;3E;ESPECIALIZACI Q;2021-02-20 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;420;2B;4F;MAESTR Y;2020-08-13 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;421;211a;3E;MAESTR Y;2020-08-10 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;422;2B;4F;MAESTR Z;2020-08-07 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;423;212a;3E;ESPECIALIZACI A;2020-08-11 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;424;2B;4F;DOCTORADO Z;2021-02-08 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;425;213a;3E;ESPECIALIZACIO R;2021-06-28 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;0
NULL;426;2B;4F;ESP.X;2021-06-30 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;427;214a;3E;ESPECIALIZACI X;2021-02-09 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;428;2B;4F;ESPECIALIZACI W;2021-03-22 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;429;215a;3E;ESP.X;2021-07-14 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;430;2B;4F;ESPECIALIZACI W;2022-03-22 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;431;216a;3E;ESP.X;2021-08-09 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;432;2B;4F;DOCTORADO Z;2022-02-24 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;433;217a;3E;ESPECIALIZACI A;2022-03-10 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;434;2B;4F;ESP.X;2021-06-08 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;435;218a;3E;ESPECIALIZACI A;2021-08-09 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;436;2B;4F;ESPECIALIZACI X;2021-02-19 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;437;219a;3E;ESPECIALIZACI A;2022-02-13 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;438;2B;4F;ESPECIALIZACI W;2021-02-15 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;439;220a;3E;MAESTR Z;2021-06-24 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;440;2B;4F;MAESTR X;2022-02-08 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;441;221a;3E;ESPECIALIZACI A;2021-03-05 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;442;2B;4F;ESP.X;2021-07-14 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;443;222a;3E;ESPECIALIZACI A;2020-08-12 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;444;2B;4F;MAESTR Y;2020-07-31 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;445;223a;3E;ESP.X;2021-07-22 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;446;2B;4F;ESPECIALIZACI X;2022-03-15 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;447;224a;3E;ESP.X;2021-07-19 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;448;2B;4F;CARRERA INDEFINIDA;2020-10-30 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;449;225a;3E;ESPECIALIZACI A;2021-07-08 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;450;2B;4F;ESPECIALIZACIO R;2021-07-06 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;0
NULL;451;226a;3E;ESPECIALIZACI A;2022-03-11 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;452;2B;4F;ESP.X;2020-07-19 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;453;227a;3E;MAESTR X;2022-02-07 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;454;2B;4F;DOCTORADO Z;2022-03-15 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;455;228a;3E;ESPECIALIZACI W;2021-03-21 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;456;2B;4F;MAESTR Y;2020-08-14 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;457;229a;3E;DOCTORADO Z;2021-02-06 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;458;2B;4F;ESPECIALIZACI W;2021-03-12 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;459;230a;3E;ESPECIALIZACI W;2021-02-22 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;460;2B;4F;DOCTORADO Z;2021-02-18 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;461;231a;3E;ESPECIALIZACI A;2021-08-03 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;462;2B;4F;MAESTR Y;2022-02-01 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;463;232a;3E;DOCTORADO Y;2022-03-08 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;464;2B;4F;MAESTR Y;2022-02-06 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;465;233a;3E;ESPECIALIZACI A;2021-07-06 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;466;2B;4F;ESPECIALIZACI A;2020-08-11 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;467;234a;3E;MAESTR Z;2020-08-12 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;468;2B;4F;ESPECIALIZACI W;2022-02-23 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;469;235a;3E;MAESTR X;2022-02-14 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;470;2B;4F;MAESTR X;2020-07-28 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;471;236a;3E;ESPECIALIZACI W;2021-02-09 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;472;2B;4F;MAESTR X;2022-03-10 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;473;237a;3E;ESPECIALIZACI A;2021-02-10 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;474;2B;4F;MAESTR X;2022-02-07 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;475;238a;3E;MAESTR X;2021-02-01 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
